Date,Open,High,Low,Close,Volume,Currency
2019-07-04,5.009,5.098,5.009,5.087,16728566,EUR
2019-07-05,5.083,5.135,5.034,5.078,15022491,EUR
2019-07-08,5.05,5.082,4.961,4.985,15371088,EUR
2019-07-09,4.965,4.973,4.91,4.951,17025396,EUR
2019-07-10,4.93,5.004,4.888,4.944,19732968,EUR
2019-07-11,4.963,4.973,4.883,4.93,16826988,EUR
2019-07-12,4.952,4.985,4.897,4.897,17762272,EUR
2019-07-15,4.915,4.941,4.873,4.926,14556317,EUR
2019-07-16,4.947,5.008,4.913,4.971,16467224,EUR
2019-07-17,4.952,4.965,4.9,4.905,14722233,EUR
2019-07-18,4.879,4.894,4.812,4.856,16701931,EUR
2019-07-19,4.861,4.901,4.758,4.78,21036828,EUR
2019-07-22,4.777,4.792,4.711,4.745,16089992,EUR
2019-07-23,4.787,4.902,4.771,4.88,18138080,EUR
2019-07-24,4.851,4.905,4.83,4.878,13453844,EUR
2019-07-25,4.878,5.046,4.86,4.894,27632190,EUR
2019-07-26,4.867,4.887,4.816,4.833,14391024,EUR
2019-07-29,4.821,4.848,4.777,4.802,11447371,EUR
2019-07-30,4.787,4.793,4.622,4.657,24447312,EUR
2019-07-31,4.68,4.725,4.57,4.599,24996520,EUR
2019-08-01,4.601,4.723,4.59,4.636,20289324,EUR
2019-08-02,4.53,4.588,4.492,4.522,27344266,EUR
2019-08-05,4.474,4.502,4.435,4.46,20462324,EUR
2019-08-06,4.478,4.487,4.407,4.414,18281736,EUR
2019-08-07,4.447,4.485,4.368,4.407,20656660,EUR
2019-08-08,4.47,4.538,4.423,4.518,17715678,EUR
2019-08-09,4.457,4.484,4.42,4.436,17874682,EUR
2019-08-12,4.444,4.451,4.276,4.276,20749322,EUR
2019-08-13,4.263,4.395,4.23,4.353,23504588,EUR
2019-08-14,4.322,4.325,4.215,4.244,22631448,EUR
2019-08-15,4.281,4.298,4.187,4.234,20107016,EUR
2019-08-16,4.234,4.375,4.208,4.365,41075972,EUR
2019-08-19,4.396,4.425,4.269,4.269,18293516,EUR
2019-08-20,4.25,4.258,4.19,4.207,16548594,EUR
2019-08-21,4.204,4.261,4.204,4.231,9794727,EUR
2019-08-22,4.229,4.371,4.229,4.325,15127162,EUR
2019-08-23,4.354,4.373,4.24,4.24,15935499,EUR
2019-08-26,4.213,4.308,4.213,4.276,10219145,EUR
2019-08-27,4.295,4.333,4.261,4.29,16221338,EUR
2019-08-28,4.29,4.312,4.244,4.274,11505115,EUR
2019-08-29,4.266,4.368,4.263,4.322,14914028,EUR
2019-08-30,4.332,4.359,4.292,4.309,12925745,EUR
2019-09-02,4.296,4.33,4.277,4.277,8060712,EUR
2019-09-03,4.268,4.319,4.242,4.286,14715054,EUR
2019-09-04,4.338,4.363,4.303,4.313,12697114,EUR
2019-09-05,4.359,4.497,4.35,4.496,24409316,EUR
2019-09-06,4.483,4.56,4.46,4.49,15546890,EUR
2019-09-09,4.508,4.602,4.501,4.602,15194221,EUR
2019-09-10,4.6,4.702,4.542,4.696,23780344,EUR
2019-09-11,4.74,4.772,4.653,4.676,19602796,EUR
2019-09-12,4.678,4.775,4.554,4.729,26759160,EUR
2019-09-13,4.77,4.872,4.758,4.865,27144116,EUR
2019-09-16,4.825,4.846,4.758,4.795,15755225,EUR
2019-09-17,4.771,4.782,4.669,4.697,18441966,EUR
2019-09-18,4.72,4.743,4.646,4.692,16203818,EUR
2019-09-19,4.722,4.785,4.694,4.785,14996730,EUR
2019-09-20,4.77,4.9,4.752,4.9,56440448,EUR
2019-09-23,4.841,4.85,4.674,4.686,26230224,EUR
2019-09-24,4.703,4.726,4.654,4.67,15259622,EUR
2019-09-25,4.638,4.683,4.561,4.676,15389616,EUR
2019-09-26,4.652,4.711,4.635,4.694,13012300,EUR
2019-09-27,4.71,4.769,4.681,4.747,12392956,EUR
2019-09-30,4.78,4.806,4.739,4.78,21034984,EUR
2019-10-01,4.82,4.828,4.7,4.7,16182780,EUR
2019-10-02,4.686,4.706,4.519,4.519,21267332,EUR
2019-10-03,4.555,4.555,4.463,4.519,17384148,EUR
2019-10-04,4.546,4.56,4.484,4.535,15362540,EUR
2019-10-07,4.543,4.614,4.487,4.587,13643872,EUR
2019-10-08,4.607,4.62,4.462,4.505,16224063,EUR
2019-10-09,4.52,4.555,4.481,4.506,12990721,EUR
2019-10-10,4.516,4.628,4.51,4.628,18483820,EUR
2019-10-11,4.542,4.719,4.542,4.716,23302636,EUR
2019-10-14,4.67,4.682,4.587,4.635,14380951,EUR
2019-10-15,4.689,4.753,4.632,4.749,23385240,EUR
2019-10-16,4.731,4.837,4.654,4.808,22519046,EUR
2019-10-17,4.779,4.876,4.727,4.727,22811232,EUR
2019-10-18,4.705,4.79,4.705,4.779,18965832,EUR
2019-10-21,4.8,4.909,4.788,4.892,18281588,EUR
2019-10-22,4.893,4.919,4.818,4.887,16738198,EUR
2019-10-23,4.838,4.924,4.822,4.908,14903122,EUR
2019-10-24,4.93,4.967,4.865,4.886,16248239,EUR
2019-10-25,4.892,4.93,4.842,4.885,13778010,EUR
2019-10-28,4.886,4.905,4.85,4.882,12043851,EUR
2019-10-29,4.879,4.894,4.819,4.856,23960700,EUR
2019-10-30,4.851,4.864,4.69,4.734,33393400,EUR
2019-10-31,4.737,4.755,4.606,4.723,24066100,EUR
2019-11-01,4.72,4.738,4.63,4.733,22491400,EUR
2019-11-04,4.793,4.89,4.76,4.878,20208600,EUR
2019-11-05,4.9,4.973,4.881,4.954,29804800,EUR
2019-11-06,4.98,5.035,4.885,4.904,19113700,EUR
2019-11-07,4.904,4.998,4.885,4.989,18898000,EUR
2019-11-08,4.96,5.004,4.916,4.958,24548300,EUR
2019-11-11,4.925,4.965,4.892,4.944,14024300,EUR
2019-11-12,4.971,5.002,4.907,4.917,18788300,EUR
2019-11-13,4.865,4.88,4.715,4.756,26064500,EUR
2019-11-14,4.764,4.774,4.713,4.74,13963500,EUR
2019-11-15,4.782,4.806,4.732,4.768,18031000,EUR
2019-11-18,4.793,4.822,4.691,4.736,16592200,EUR
2019-11-19,4.76,4.823,4.745,4.762,12407900,EUR
2019-11-20,4.718,4.741,4.66,4.726,12884700,EUR
2019-11-21,4.703,4.772,4.678,4.761,13929000,EUR
2019-11-22,4.782,4.854,4.764,4.798,19153200,EUR
2019-11-25,4.824,4.867,4.798,4.816,10698100,EUR
2019-11-26,4.824,4.824,4.763,4.792,19028400,EUR
2019-11-27,4.795,4.849,4.775,4.829,18110900,EUR
2019-11-28,4.798,4.819,4.782,4.807,12724700,EUR
2019-11-29,4.798,4.832,4.768,4.782,15581700,EUR
2019-12-02,4.788,4.843,4.691,4.694,26561000,EUR
2019-12-03,4.707,4.729,4.633,4.657,46600300,EUR
2019-12-04,4.641,4.75,4.641,4.729,28081800,EUR
2019-12-05,4.738,4.785,4.716,4.724,30109100,EUR
2019-12-06,4.738,4.798,4.715,4.783,13331500,EUR
2019-12-09,4.79,4.837,4.756,4.756,22675000,EUR
2019-12-10,4.76,4.772,4.682,4.76,19880000,EUR
2019-12-11,4.739,4.809,4.732,4.764,25838000,EUR
2019-12-12,4.782,4.939,4.745,4.921,37281000,EUR
2019-12-13,5.04,5.069,4.945,4.949,51157000,EUR
2019-12-16,4.973,5.068,4.968,5.065,19826000,EUR
2019-12-17,5.047,5.062,5.016,5.048,14755900,EUR
2019-12-18,5.042,5.11,5.042,5.095,25783100,EUR
2019-12-19,5.087,5.154,5.078,5.154,79883000,EUR
2019-12-20,5.112,5.166,5.106,5.142,51163800,EUR
2019-12-23,5.1,5.123,5.067,5.09,36278600,EUR
2019-12-24,5.042,5.07,5.031,5.061,2891000,EUR
2019-12-27,5.02,5.084,4.92,5.039,10071500,EUR
2019-12-30,5.013,5.045,5.005,5.005,9533100,EUR
2019-12-31,4.995,5.004,4.953,4.983,5624500,EUR
2020-01-02,5.031,5.124,5.021,5.11,11845300,EUR
2020-01-03,5.078,5.078,5.016,5.054,13399200,EUR
2020-01-06,5.0,5.039,4.944,5.032,11340300,EUR
2020-01-07,5.051,5.079,4.983,5.01,10187800,EUR
2020-01-08,4.968,5.069,4.961,5.058,12830900,EUR
2020-01-09,5.096,5.117,5.063,5.08,19150300,EUR
2020-01-10,5.07,5.078,4.997,4.997,12669000,EUR
2020-01-13,4.998,5.004,4.896,4.923,17665400,EUR
2020-01-14,4.913,4.915,4.825,4.859,31267300,EUR
2020-01-15,4.846,4.852,4.771,4.777,18948000,EUR
2020-01-16,4.776,4.826,4.723,4.787,36276900,EUR
2020-01-17,4.819,4.854,4.8,4.806,28092400,EUR
2020-01-20,4.814,4.814,4.75,4.764,9238900,EUR
2020-01-21,4.728,4.765,4.713,4.748,35377400,EUR
2020-01-22,4.747,4.758,4.677,4.698,15589600,EUR
2020-01-23,4.704,4.739,4.631,4.664,29644000,EUR
2020-01-24,4.717,4.746,4.604,4.607,16467500,EUR
2020-01-27,4.554,4.586,4.497,4.532,19359000,EUR
2020-01-28,4.55,4.63,4.508,4.601,15912100,EUR
2020-01-29,4.64,4.692,4.609,4.668,25612300,EUR
2020-01-30,4.619,4.708,4.598,4.708,30488900,EUR
2020-01-31,4.82,4.85,4.65,4.668,31427500,EUR
2020-02-03,4.7,4.718,4.612,4.665,19108200,EUR
2020-02-04,4.7,4.816,4.697,4.785,18494700,EUR
2020-02-05,4.76,4.927,4.755,4.927,39880700,EUR
2020-02-06,4.981,5.137,4.97,5.1,49680200,EUR
2020-02-07,5.08,5.23,5.071,5.227,27160000,EUR
2020-02-10,5.202,5.29,5.197,5.242,27471600,EUR
2020-02-11,5.25,5.282,5.175,5.233,18206400,EUR
2020-02-12,5.25,5.339,5.238,5.329,19493200,EUR
2020-02-13,5.28,5.305,5.192,5.298,21910500,EUR
2020-02-14,5.308,5.313,5.233,5.243,12772500,EUR
2020-02-17,5.248,5.268,5.205,5.228,10321300,EUR
2020-02-18,5.222,5.249,5.159,5.168,15638600,EUR
2020-02-19,5.198,5.21,5.145,5.174,13887800,EUR
2020-02-20,5.159,5.213,5.104,5.104,19876700,EUR
2020-02-21,5.083,5.125,5.05,5.11,22854500,EUR
2020-02-24,5.0,5.0,4.903,4.912,37140200,EUR
2020-02-25,4.95,4.95,4.738,4.754,34672000,EUR
2020-02-26,4.739,4.787,4.629,4.742,32623000,EUR
2020-02-27,4.665,4.697,4.492,4.547,49772000,EUR
2020-02-28,4.42,4.42,4.235,4.335,68805000,EUR
2020-03-02,4.42,4.431,4.142,4.286,41816000,EUR
2020-03-03,4.37,4.454,4.226,4.249,36434000,EUR
2020-03-04,4.278,4.359,4.19,4.327,34587000,EUR
2020-03-05,4.362,4.364,4.094,4.123,36711000,EUR
2020-03-06,4.025,4.088,3.955,4.032,31918000,EUR
2020-03-09,3.75,3.75,3.46,3.499,66366000,EUR
2020-03-10,3.581,3.769,3.412,3.451,49460000,EUR
2020-03-11,3.538,3.715,3.465,3.542,48936000,EUR
2020-03-12,3.341,3.402,2.954,3.008,71569000,EUR
2020-03-13,3.31,3.436,2.949,3.045,44190000,EUR
2020-03-16,2.91,2.98,2.561,2.638,62764000,EUR
2020-03-17,2.881,2.89,2.644,2.82,67533000,EUR
2020-03-18,2.779,2.973,2.66,2.708,44611000,EUR
2020-03-19,2.714,2.84,2.649,2.803,36966000,EUR
2020-03-20,2.924,3.0,2.723,2.886,47093000,EUR
2020-03-23,2.707,2.94,2.69,2.784,28910000,EUR
2020-03-24,2.904,3.091,2.85,3.091,28726000,EUR
2020-03-25,3.389,3.45,3.01,3.263,33887000,EUR
2020-03-26,3.12,3.322,3.094,3.28,19786000,EUR
2020-03-27,3.158,3.2,3.029,3.105,46217000,EUR
2020-03-30,3.04,3.08,2.886,2.92,26931000,EUR
2020-03-31,2.962,2.987,2.836,2.915,37375000,EUR
2020-04-01,2.78,2.798,2.714,2.727,272033984,EUR
2020-04-02,2.75,2.76,2.604,2.674,286126016,EUR
2020-04-03,2.675,2.769,2.64,2.748,38610000,EUR
2020-04-06,2.886,2.995,2.83,2.971,31788000,EUR
2020-04-07,2.93,3.066,2.839,2.927,28052000,EUR
2020-04-08,2.861,2.976,2.819,2.959,31902000,EUR
2020-04-09,3.015,3.068,2.923,3.004,22517000,EUR
2020-04-14,3.044,3.05,2.919,2.935,32078000,EUR
2020-04-15,2.906,2.906,2.713,2.731,252448992,EUR
2020-04-16,2.785,2.82,2.607,2.624,246183008,EUR
2020-04-17,2.789,2.789,2.634,2.664,47713000,EUR
2020-04-20,2.675,2.689,2.553,2.658,22937000,EUR
2020-04-21,2.586,2.597,2.479,2.479,31763000,EUR
2020-04-22,2.508,2.585,2.483,2.585,29273000,EUR
2020-04-23,2.626,2.756,2.611,2.704,38271000,EUR
2020-04-24,2.618,2.655,2.582,2.593,35728000,EUR
2020-04-27,2.69,2.706,2.621,2.686,20909000,EUR
2020-04-28,2.679,2.927,2.661,2.927,33084000,EUR
2020-04-29,2.924,3.162,2.903,3.162,37326000,EUR
2020-04-30,3.05,3.114,2.929,2.987,52457000,EUR
2020-05-04,2.881,2.881,2.795,2.8,47352000,EUR
2020-05-05,2.858,2.908,2.754,2.8,24413000,EUR
2020-05-06,2.801,2.82,2.698,2.719,27116000,EUR
2020-05-07,2.738,2.744,2.672,2.693,18700000,EUR
2020-05-08,2.72,2.735,2.646,2.727,13910000,EUR
2020-05-11,2.75,2.78,2.621,2.647,18143000,EUR
2020-05-12,2.628,2.729,2.618,2.662,16543000,EUR
2020-05-13,2.62,2.641,2.541,2.541,35930000,EUR
2020-05-14,2.527,2.623,2.475,2.609,28312000,EUR
2020-05-15,2.615,2.678,2.558,2.578,19864000,EUR
2020-05-18,2.619,2.744,2.601,2.722,23862000,EUR
2020-05-19,2.8,2.82,2.532,2.599,42366000,EUR
2020-05-20,2.547,2.599,2.457,2.583,35358000,EUR
2020-05-21,2.544,2.618,2.505,2.566,21854000,EUR
2020-05-22,2.522,2.657,2.495,2.589,32615000,EUR
2020-05-25,2.64,2.653,2.59,2.65,13928500,EUR
2020-05-26,2.69,2.826,2.685,2.825,37507500,EUR
2020-05-27,2.85,2.978,2.842,2.921,52071100,EUR
2020-05-28,2.986,2.999,2.861,2.931,30618900,EUR
2020-05-29,2.88,2.897,2.782,2.793,40197500,EUR
2020-06-01,2.871,2.889,2.796,2.861,18136600,EUR
2020-06-02,2.872,3.044,2.841,3.005,31192800,EUR
2020-06-03,3.05,3.171,3.038,3.16,32899200,EUR
2020-06-04,3.117,3.27,3.093,3.212,48966600,EUR
2020-06-05,3.3,3.539,3.277,3.527,51923800,EUR
2020-06-08,3.485,3.646,3.465,3.55,45134200,EUR
2020-06-09,3.501,3.529,3.327,3.408,38346700,EUR
2020-06-10,3.45,3.496,3.309,3.313,46918000,EUR
2020-06-11,3.17,3.238,3.087,3.095,35112700,EUR
2020-06-12,3.036,3.21,3.024,3.129,37839700,EUR
2020-06-15,2.978,3.103,2.973,3.055,30677200,EUR
2020-06-16,3.19,3.228,3.084,3.153,29121400,EUR
2020-06-17,3.15,3.244,3.122,3.159,25482700,EUR
2020-06-18,3.135,3.217,3.055,3.101,42076900,EUR
2020-06-19,3.147,3.189,3.093,3.106,76084096,EUR
2020-06-22,3.076,3.112,3.026,3.063,16094000,EUR
2020-06-23,3.095,3.229,3.081,3.185,32441200,EUR
2020-06-24,3.15,3.195,3.026,3.032,18473900,EUR
2020-06-25,3.0,3.084,2.96,3.071,59819100,EUR
2020-06-26,3.11,3.13,2.998,2.998,24636600,EUR
2020-06-29,3.0,3.113,2.964,3.082,18478200,EUR
2020-06-30,3.07,3.094,2.995,3.064,21807200,EUR
2020-07-01,3.065,3.096,2.975,3.008,20192000,EUR
2020-07-02,3.054,3.258,3.045,3.227,31444900,EUR
2020-07-03,3.227,3.242,3.123,3.147,15328000,EUR
2020-07-06,3.259,3.369,3.256,3.307,22841600,EUR
2020-07-07,3.263,3.283,3.207,3.226,13733900,EUR
2020-07-08,3.187,3.196,3.106,3.119,16942900,EUR
2020-07-09,3.149,3.165,3.06,3.075,13381300,EUR
2020-07-10,3.047,3.162,3.026,3.146,14636100,EUR
2020-07-13,3.21,3.233,3.15,3.205,12116100,EUR
2020-07-14,3.179,3.207,3.117,3.169,21828600,EUR
2020-07-15,3.205,3.283,3.109,3.25,25047300,EUR
2020-07-16,3.25,3.283,3.216,3.262,18978300,EUR
2020-07-17,3.263,3.265,3.178,3.216,25210800,EUR
2020-07-20,3.204,3.205,3.133,3.194,21219000,EUR
2020-07-21,3.23,3.319,3.163,3.183,20638500,EUR
2020-07-22,3.197,3.229,3.15,3.183,13855000,EUR
2020-07-23,3.2,3.206,3.122,3.142,19126200,EUR
2020-07-24,3.11,3.157,3.098,3.117,12240900,EUR
2020-07-27,3.104,3.107,2.992,3.018,18811000,EUR
2020-07-28,3.024,3.09,3.005,3.047,17016300,EUR
2020-07-29,3.05,3.056,2.875,2.935,19798400,EUR
2020-07-30,2.905,2.905,2.632,2.698,45680900,EUR
2020-07-31,2.714,2.74,2.637,2.637,32180900,EUR
2020-08-03,2.617,2.728,2.584,2.724,32136400,EUR
2020-08-04,2.751,2.829,2.722,2.775,42763100,EUR
2020-08-05,2.796,2.821,2.661,2.666,23357100,EUR
2020-08-06,2.66,2.7,2.582,2.604,30310800,EUR
2020-08-07,2.569,2.592,2.462,2.525,36807900,EUR
2020-08-10,2.575,2.617,2.524,2.578,19297900,EUR
2020-08-11,2.607,2.695,2.605,2.695,27500000,EUR
2020-08-12,2.698,2.762,2.63,2.633,24448500,EUR
2020-08-13,2.61,2.674,2.555,2.56,17966700,EUR
2020-08-14,2.551,2.551,2.436,2.527,32828700,EUR
2020-08-17,2.527,2.556,2.482,2.515,27857900,EUR
2020-08-18,2.5,2.557,2.464,2.478,16487600,EUR
2020-08-19,2.47,2.553,2.458,2.553,14459800,EUR
2020-08-20,2.49,2.498,2.448,2.464,19486600,EUR
2020-08-21,2.485,2.488,2.388,2.426,24423200,EUR
2020-08-24,2.453,2.484,2.415,2.484,15737400,EUR
2020-08-25,2.51,2.584,2.503,2.505,28033600,EUR
2020-08-26,2.491,2.57,2.48,2.541,26362800,EUR
2020-08-27,2.525,2.545,2.466,2.534,18903100,EUR
2020-08-28,2.557,2.629,2.546,2.6,25572600,EUR
2020-08-31,2.62,2.631,2.449,2.453,22978700,EUR
2020-09-01,2.497,2.5,2.42,2.463,26993000,EUR
2020-09-02,2.458,2.477,2.372,2.383,32243600,EUR
2020-09-03,2.417,2.505,2.406,2.43,29290500,EUR
2020-09-04,2.456,2.592,2.445,2.557,44375600,EUR
2020-09-07,2.591,2.617,2.502,2.525,21003600,EUR
2020-09-08,2.526,2.578,2.475,2.489,39312000,EUR
2020-09-09,2.489,2.524,2.457,2.517,35711100,EUR
2020-09-10,2.518,2.547,2.471,2.514,20558000,EUR
2020-09-11,2.501,2.503,2.429,2.435,27156500,EUR
2020-09-14,2.464,2.499,2.427,2.49,20739200,EUR
2020-09-15,2.467,2.476,2.4,2.413,28193000,EUR
2020-09-16,2.412,2.43,2.351,2.429,29897600,EUR
2020-09-17,2.391,2.435,2.341,2.418,39641000,EUR
2020-09-18,2.405,2.413,2.298,2.311,253932992,EUR
2020-09-21,2.289,2.289,2.15,2.164,49644000,EUR
2020-09-22,2.204,2.226,2.146,2.16,40054000,EUR
2020-09-23,2.199,2.279,2.168,2.169,33874000,EUR
2020-09-24,2.15,2.295,2.128,2.284,46041000,EUR
2020-09-25,2.312,2.389,2.288,2.292,43012000,EUR
2020-09-28,2.344,2.384,2.314,2.384,24076000,EUR
2020-09-29,2.372,2.372,2.321,2.331,30943000,EUR
2020-09-30,2.293,2.416,2.279,2.372,21108500,EUR
2020-10-01,2.401,2.42,2.355,2.377,23103900,EUR
2020-10-02,2.342,2.394,2.316,2.378,16120400,EUR
2020-10-05,2.411,2.444,2.373,2.404,18270300,EUR
2020-10-06,2.41,2.51,2.384,2.477,33370800,EUR
2020-10-07,2.45,2.461,2.404,2.413,19119200,EUR
2020-10-08,2.43,2.473,2.419,2.435,16231700,EUR
2020-10-09,2.43,2.451,2.373,2.39,18335000,EUR
2020-10-12,2.388,2.399,2.34,2.352,14478800,EUR
2020-10-13,2.348,2.348,2.252,2.258,24956500,EUR
2020-10-14,2.26,2.313,2.248,2.268,38176500,EUR
2020-10-15,2.223,2.269,2.183,2.257,19407700,EUR
2020-10-16,2.278,2.347,2.21,2.334,20028100,EUR
2020-10-19,2.343,2.382,2.32,2.356,17276400,EUR
2020-10-20,2.343,2.468,2.333,2.428,24553300,EUR
2020-10-21,2.461,2.501,2.394,2.394,19855400,EUR
2020-10-22,2.366,2.44,2.332,2.427,17173300,EUR
2020-10-23,2.442,2.503,2.431,2.495,20242400,EUR
2020-10-26,2.41,2.489,2.384,2.436,21052900,EUR
2020-10-27,2.491,2.54,2.38,2.406,30713500,EUR
2020-10-28,2.35,2.404,2.305,2.366,29534000,EUR
2020-10-29,2.37,2.412,2.305,2.339,18548600,EUR
2020-10-30,2.34,2.462,2.332,2.462,23553100,EUR
2020-11-02,2.5,2.518,2.453,2.499,25434400,EUR
2020-11-03,2.527,2.641,2.51,2.631,33530800,EUR
2020-11-04,2.49,2.53,2.426,2.456,65109000,EUR
2020-11-05,2.486,2.569,2.422,2.56,36104900,EUR
2020-11-06,2.56,2.62,2.482,2.486,21937100,EUR
2020-11-09,2.536,2.9,2.514,2.9,79145696,EUR
2020-11-10,2.907,3.091,2.884,3.091,65826700,EUR
2020-11-11,3.078,3.165,3.061,3.143,38876300,EUR
2020-11-12,3.05,3.116,3.01,3.09,46621900,EUR
2020-11-13,3.05,3.195,3.049,3.174,29838800,EUR
2020-11-16,3.8,3.837,3.58,3.658,89216000,EUR
2020-11-17,3.624,3.64,3.393,3.497,53350000,EUR
2020-11-18,3.49,3.552,3.429,3.511,28294000,EUR
2020-11-19,3.433,3.598,3.429,3.572,25851000,EUR
2020-11-20,3.598,3.624,3.571,3.599,27365000,EUR
2020-11-23,3.63,3.675,3.612,3.63,22378000,EUR
2020-11-24,3.68,3.776,3.644,3.776,23388000,EUR
2020-11-25,3.81,3.84,3.683,3.785,23851000,EUR
2020-11-26,3.795,3.813,3.675,3.77,30274000,EUR
2020-11-27,3.74,3.958,3.738,3.958,45250000,EUR
2020-11-30,3.865,3.966,3.815,3.93,51849000,EUR
2020-12-01,3.865,4.007,3.837,4.005,45127000,EUR
2020-12-02,3.983,4.08,3.945,4.08,43623000,EUR
2020-12-03,4.08,4.103,3.989,4.078,26350000,EUR
2020-12-04,4.067,4.304,4.055,4.304,53904000,EUR
2020-12-07,4.25,4.301,4.173,4.2,24371000,EUR
2020-12-08,4.179,4.238,4.154,4.155,14246300,EUR
2020-12-09,4.177,4.197,4.139,4.155,16867800,EUR
2020-12-10,4.196,4.196,4.003,4.054,24864300,EUR
2020-12-11,4.026,4.058,3.864,3.971,41358800,EUR
2020-12-14,4.02,4.114,4.013,4.028,27258000,EUR
2020-12-15,4.03,4.108,3.983,4.099,18943300,EUR
2020-12-16,4.062,4.118,4.016,4.056,17859100,EUR
2020-12-17,4.069,4.088,4.006,4.059,23502800,EUR
2020-12-18,4.033,4.097,4.013,4.054,43554800,EUR
2020-12-21,3.912,3.958,3.796,3.881,21393400,EUR
2020-12-22,3.895,3.999,3.893,3.966,12281500,EUR
2020-12-23,3.968,4.095,3.956,4.081,29162300,EUR
2020-12-24,4.093,4.105,4.06,4.1,3838500,EUR
2020-12-28,4.136,4.15,4.001,4.078,9906200,EUR
2020-12-29,4.104,4.12,4.039,4.068,9927900,EUR
2020-12-30,4.07,4.148,4.062,4.074,9544400,EUR
2020-12-31,4.051,4.082,4.035,4.035,6323200,EUR
